1.882597	6.0520988
1.882597	6.0520988
1.882597	6.0520988
1.882597	6.0520988
1.882597	6.0520988
1.882597	6.052098
1.8825774	6.0519204
1.8823574	6.0501065
1.8808869	6.0395255
1.8762584	6.0075054
1.8673337	5.947136
1.8534461	5.855188
1.8360648	5.7422967
1.8151538	5.6093125
1.7908857	5.459712
1.7654622	5.3064346
1.7385663	5.1456404
1.7112378	4.9858375
1.6837089	4.8258686
1.6563141	4.6691604
1.6289986	4.5154934
1.6030761	4.370708
1.5776863	4.2295537
1.5529025	4.0943007
1.5283674	3.9619598
1.5062084	3.8429158
1.4852573	3.7325428
1.4660003	3.6309824
1.4466003	3.5311184
1.4289042	3.4404778
1.4110712	3.3506181
1.3950804	3.2714808
1.3799192	3.1967335
1.3649299	3.1233408
1.3513435	3.056592
1.338129	2.992459
1.3254099	2.930881
1.3130202	2.8722572
1.3022119	2.8200555
1.2918904	2.7708895
1.2812102	2.7210453
1.271335	2.6744707
1.2617397	2.6317148
1.2528545	2.59158
1.2443805	2.5537908
1.2357378	2.5158799
1.2274922	2.4783993
1.2197257	2.4435892
1.212389	2.4110618
1.2058036	2.3831348
1.1994241	2.356065
1.1933651	2.3292124
1.187647	2.3045783
1.1821157	2.2803717
1.1766807	2.2571142
1.17144	2.2351024
1.166062	2.2133286
1.1607014	2.192561
1.1558628	2.1731837
1.1514338	2.1551886
1.1469252	2.1367636
1.1430225	2.1195686
1.1387182	2.1024382
1.1346169	2.085623
1.1307288	2.0698957
1.126882	2.0544927
1.1233003	2.040516
1.1197652	2.026038
1.1159894	2.0114725
1.1127638	1.9981829
1.1094595	1.985262
1.106352	1.9737159
1.1030868	1.9613055
1.1003253	1.9502249
1.0971094	1.9380298
1.0941511	1.9267789
1.091118	1.9152269
1.088258	1.9042304
1.0854195	1.8936213
1.0826049	1.883039
1.0799224	1.8728065
1.0776876	1.86353
1.0752355	1.8536025
1.072808	1.8442223
1.0703398	1.834624
1.0680075	1.8255125
1.0658278	1.8169423
1.063786	1.8090127
1.0616033	1.8007507
1.0594101	1.7925532
1.0572836	1.7850012
1.0551945	1.7776217
1.0531832	1.7704995
1.0513313	1.7643778
1.0494187	1.7570121
1.0478944	1.7508806
1.0458199	1.7431289
1.0441396	1.7371551
